particle,medium,element,direction,comments,example
Tampoco,Oral,Oración,derecha,,soy así muy verbenera y él no / y entonces bueno me pues en eso cedo yo / me adapto yo / como sé que él no le gusta va // va / tampoco pasa nada
Tampoco,Oral,Oración,derecha,,nosotros no somos fiscales / ni jueces // tampoco somos el Gobierno
Tampoco,Oral,Oración,derecha,,la autonomía negociadora está reconocida en la propia Constitución española // nunca ha estado en cuestión / como parece que tampoco ha estado en cuestión la necesidad de tener al día / dotados de la máxima eficiencia / a todos los instrumentos que conforman el mercado laboral
Tampoco,Oral,Oración,derecha,,yo no tengo ninguna noticia de que se vaya a producir el relevo del señor Jaume Matas y tampoco tengo ninguna noticia de que se vaya a producir ninguna crisis en el Gobierno
Tampoco,Oral,Oración,derecha,,tenemos que cuidarla con cariño // no quiere decir // defendiéndola a capa y espada / de sus transformaciones // pero tampoco entrando ahí // de una manera completamente // tonta
Tampoco,Oral,cláusula de gerundio,derecha,,tenemos que cuidarla con cariño // no quiere decir // defendiéndola a capa y espada / de sus transformaciones // pero tampoco entrando ahí // de una manera completamente // tonta
Tampoco,Oral,Sintagma adjetival,derecha,,ni fácil ni difícil / no sé / yo creo que // me resulta / no sé / difícil no desde luego fácil tampoco
Tampoco,Oral,Sintagma verbal,derecha,,tienen las instrucciones de perseguir con el máximo rigor a estos desaprensivos / creo que no hace falta tampoco que caracterice para ustedes lo que pensamos de esas personas
Tampoco,Oral,Sintagma verbal,derecha,,no tengo ningún motivo / ni el Gobierno lo tiene tampoco
Tampoco,Oral,Sintagma adverbial,derecha,,no ha habido divergencia alguna y / desde luego / evidentemente que ahora tampoco
Tampoco,Oral,Oración,derecha,,¿lo hacemos porque el presidente Pujol pues se ha cansado de ser presidente de Cataluña? / no // ¿lo hacemos porque el presidente Pujol / pues está desanimado o le fallan las fuerzas? // tampoco / él es un hombre pues con una gran energía
Tampoco,Oral,Sintagma verbal,derecha,,pues insisto que ni el presidente Pujol lo quiere // [...] / ni yo se lo pido / ni lo quiero tampoco
Tampoco,Oral,Sintagma preposicional,derecha,,aquí no porque la los patro el patronato de la escuela no lo consintió y en los otros sitios tampoco
Tampoco,Oral,Oración,derecha,,si por ejemplo cometes eeh más de cinco faltas no te lo da por bueno / si vas muy lento tampoco
Tampoco,Oral,Sintagma nominal,derecha,,la verdad es que no voy a piscina ni al campo de tenis tampoco
Tampoco,Oral,Sintagma nominal,derecha,,pues mis padres no tienen nada y mi hermano tampoco
Tampoco,Oral,Oración,derecha,,¿y la vena artística no viene de de tu marido? ¿no? ¿tampoco?
Tampoco,Oral,Sintagma nominal,derecha,,bueno mi hijo que de aquella era pequeño no quería venir y mi mujer tampoco porque claro aquí no tenía amistades
Tampoco,Oral,Sintagma nominal,derecha,,"de hecho no fuma y mi mujer tampoco // y ya tengo problemas en casa porque ya me echan fuera siempre para fumar [este es otro hablante, es casual que también hable de su mujer]"
Tampoco,Oral,Sintagma preposicional,derecha,,a mí no me gustó el café tú fíjate / y a ellos / a los que iban con nosotros tampoco
Tampoco,Oral,Oración,derecha,,yo lo que tenía muy claro / era que / no quería planta // no me gusta la planta eeh // eeh ¿que más? / no me gu eeh después la patología / de psiquiatría no me gusta tampoco
Tampoco,Oral,Dudoso,derecha,duda entre SN u oración,es cierto que tampoco toda la tasa de paro está incluida o todos están cubiertos por el seguro de desempleo
Tampoco,Oral,Dudoso,derecha,duda entre SP y oración,que no se pueda estar utilizando una institución democrática en beneficio de los terroristas y que tampoco en el futuro cualquier institución democrática pudiera ser utilizada en beneficio de los terroristas
Tampoco,Oral,Dudoso,derecha,"alcance sobre elemento elidido, hacia la derecha",¿eso significa que tienen que salir en todos los medios diciendo ¡qué bien la Villalobos!? creo que tampoco
Inclusive,Escrito,Sintagma verbal,derecha,,La palabra homicidio inclusive es demasiado leve para referirse a ella.
Inclusive,Escrito,Sintagma verbal,derecha,,"antiguo es todo lo que allí tienen, antiguo y viejo y algunas cosas inclusive están rotas"
Inclusive,Escrito,Sintagma verbal,derecha,,"a Jesús no le dije nada de que tú eras una bollera, y yo inclusive le di un beso a un amigo mío"
Inclusive,Escrito,Sintagma nominal,derecha,,"O inclusive Laila Fatha Mohamed, la mujer santa, ante cuyo mausoleo se sellan los juramentos."
Inclusive,Escrito,Sintagma nominal,derecha,,"dos concepciones extremas: una que concibe el morir por analogía con la desintegración de lo inorgánico y aplica esta desintegración a la muerte del hombre, y otra, en cambio, que concibe inclusive toda cesación por analogía con la muerte humana"
Inclusive,Escrito,Sintagma nominal,derecha,,"Yo sé que ella piensa esto, y en alguna oportunidad alguna cosa me dijo. Jugamos inclusive dobles juntas algunas veces."
Inclusive,Escrito,Sintagma nominal,derecha,,Yo puedo ser todos los ciegos. E inclusive todos los hombres... Y hasta... con una pizca más de imaginación... todas las mujeres.
Inclusive,Escrito,Sintagma nominal,derecha,,"ha costado tanta preocupación y tantas malas noches y un cáncer de próstata, e inclusive una cistitis"
Inclusive,Escrito,Sintagma nominal,derecha,,"ladeó ligeramente el trasatlántico, el Marqués de Comillas, al acercársele en la Canal la lancha de los prácticos del puerto, a media asta las banderas del trasatlántico, e inclusive el banderín de la lancha"
Inclusive,Escrito,Sintagma nominal,derecha,,sabía que un triunfo o inclusive el empate les valía ante uno de los gallos del grupo
Inclusive,Escrito,Sintagma nominal,derecha,,"la violencia contra las mujeres es todo acto de violencia basado en la pertenencia al sexo femenino que tenga o pueda tener como resultado un daño o sufrimiento físico, sexual o psicológico para las mujeres, inclusive las amenazas de tales actos"
Inclusive,Escrito,Sintagma nominal,derecha,,acceden a la base [...] los perfiles de aquellos agentes que trabajan en los laboratorios de policía científica o que forman parte de los equipos de recogida de las muestras dubitadas [...] o inclusive los de personas que manipulan material necesario para la recogida de muestras
Inclusive,Escrito,Sintagma nominal,derecha,,"Los efectos inmediatos del alcohol, el tabaco y otras drogas en distintas partes del cuerpo, inclusive el peligro de entrar en coma o ingerir una sobredosis mortal."
Inclusive,Escrito,Sintagma nominal,derecha,,"la sintaxis de estas obras se constituye en un juego de rizo o problema sin fin de límites entre objeto y representación, pintar y verter, sensación y apreciación, inmediatez y transformación, realidad y engaño, oficio y contingencia -admitiendo inclusive los efectos creativos del error técnico"
Inclusive,Escrito,Sintagma nominal,derecha,,En este sistema Olafur introduce inclusive una quinta dimensión
Inclusive,Escrito,Sintagma nominal,derecha,,"una gran parte de la comercialización se puede realizar en canales completos (sobre todo la venta a la gran restauración, cadenas comerciales e inclusive algunas carnicerías)"
Inclusive,Escrito,Sintagma nominal,derecha,,Nieuwendijk y Kalverstraat son las calles más concurridas por la cantidad de locales con buenas marcas y que cubren inclusive las calles laterales.
Inclusive,Escrito,Sintagma nominal,derecha,,"A los hijos con dislexia escolar, un padre o una madre (o inclusive un hermano mayor) puede abrirles la gramática en la parte relativa a la fonología"
Inclusive,Escrito,Sintagma nominal,derecha,,"Todo, en efecto, parece susceptible de ser vendido y comprado, pues todo resulta ser un producto, inclusive los trabajadores."
Inclusive,Escrito,Sintagma nominal,derecha,,"Un CAMBIO es la adición, modificación o eliminación aprobada y soportada o inclusive el retorno a la línea base de cualquier servicio"
Inclusive,Escrito,Sintagma nominal,derecha,,"inclusive los bancos de arena por debajo de 16 msnm, que están expuestos durante sólo unas pocas semanas y periodos irregulares cada dos o tres años, son inmediatamente colonizadas, durante el período de sequía estacional, por herbáceas terrestres"
Inclusive,Escrito,Sintagma nominal,derecha,,"un viaje por el corazón humano, emprendido desde Nigeria, su centro de gravedad, que incluye todo lo que concierne a esta África, inclusive un plato de arroz jollof"
Inclusive,Escrito,Sintagma nominal,derecha,,"los militares utilizaron toda la industria armamentística del país, inclusive, tanques"
Inclusive,Escrito,Sintagma nominal,derecha,,"todos los días de la semana, inclusive los martes más grises, tienen derecho a convertirse en mañanas de domingo"
Inclusive,Escrito,Sintagma nominal,derecha,,"Todos, inclusive los reformadores, se atuvieron a la admonición del Santo Oficio."
Inclusive,Escrito,Sintagma nominal,derecha,,ahí se aprovechaba el tiempo y de ahí salían densos ligues y planes e inclusive matrimonios
Inclusive,Escrito,Sintagma nominal,derecha,,"Adquirió, inclusive, diccionarios y gramáticas diversas para poder leer aquellas obras que se encontraban escritas en idiomas para él desconocidos."
Inclusive,Escrito,Sintagma nominal,derecha,,"Un novio, inclusive un marido, se liga en cualquier parte."
Inclusive,Escrito,Sintagma nominal,derecha,,"Lo había conservado todo, inclusive varios periódicos de la época."
Inclusive,Escrito,Sintagma pronominal,derecha,,"Este lujoso tinglado en el que vivimos está subvencionado por capital ideológico europeo, y aquí todo el mundo, inclusive nosotros, siempre está muy contento"
Inclusive,Escrito,Sintagma adjetival,derecha,,"Eran tan mortalmente aburridas e insignificantes todo el tiempo, tan sumisas y algo malas, a ratos bastante malas inclusive, aunque se arrepentían en seguida, que yo pensaba: menos mal que después se van al cielo."
Inclusive,Escrito,Sintagma adjetival,derecha,,"ha de comportar un sistema sancionador ágil acorde con la infracción cometida, así como sanciones especiales —inclusive penales— para los reincidentes habituales"
Inclusive,Escrito,Sintagma adjetival,derecha,,"la presencia de la música en los filmes ha definido parte de los mecanismos ontológicos, narrativos, expresivos, dramatúrgicos, psicológicos e inclusive históricos"
Inclusive,Escrito,Sintagma adverbial,derecha,,"Como consecuencia de un protagonismo y una personalidad excepcional fue dejando atrás, por los campos de la batalla política, además de colaboradores, aliados y amigos, cadáveres y enemigos. Inclusive dentro del propio PSOE."
Inclusive,Escrito,Sintagma adverbial,derecha,,"Él utilizó a Malinalli para sus fines, inclusive sexualmente."
Inclusive,Escrito,Sintagma adverbial,derecha,,"Algunas semillas de esta especie entran en letargo cuando se les permite flotar, permaneciendo viables inclusive después de dos meses en esas condiciones"
Inclusive,Escrito,Sintagma adverbial,derecha,,"además son vulnerables a los esquemas de manejo de sus áreas colindantes, e inclusive dentro de la misma área protegida"
Inclusive,Escrito,Sintagma adverbial,derecha,,son también eficaces para mejorar la afasia y los trastornos asociados [...] inclusive varios años después del inicio del trastorno
Inclusive,Escrito,Sintagma adverbial,derecha,,"Controlar ahora tan deliberadamente, en la acción cotidiana, la fogosidad, un cierto descaro espontáneo, inclusive dentro de mi timidez siempre presente, me resultaba gozoso."
Inclusive,Escrito,Sintagma adverbial,derecha,,"Puede el ser humano construir un cerebro artificial que funcione como el suyo, o inclusive mejor que el suyo?"
Inclusive,Escrito,Sintagma preposicional,derecha,,"La homogeneidad interna de un área estaría dada, inclusive, por la arbitrariedad que el investigador aplicaba a partir de un método preciso."
Inclusive,Escrito,Sintagma preposicional,derecha,,"una jerarquía de creencias y de valoraciones late en cada acto humano y en cada decisión y conducta, inclusive en la no-decisión, inclusive en cualquier actitud de neutralidad"
Inclusive,Escrito,Sintagma preposicional,derecha,,"algunos de estos gatos se colaban verja afuera al objeto de camelar a la persona e inclusive a mí, que a una distancia prudencial contemplaba aquella escena"
Inclusive,Escrito,Sintagma preposicional,derecha,,"de esta fragmentaria regulación se desprende la realidad de admisión del documento electrónico, bajo condición de que quede garantizada su autenticidad, y que esto es factible, inclusive mediante lo que podría calificarse hoy de firma electrónica —cifras, códigos, claves y similares procedimientos—, es algo universalmente admitido."
Inclusive,Escrito,Sintagma preposicional,derecha,,"de la conquista de América, de las guerras de religión, de la expansión mediterránea, de las constituciones decimonónicas y de cosas así. Inclusive de Felipe V y el Decreto de Nueva Planta."
